loan_amnt,term,int_rate,grade,sub_grade,emp_length,home_ownership,verification_status,annual_inc,loan_status,purpose,dti,pub_rec_bankruptcies,issue_year,issue_month
8000,36,9.63,B,B1,6 years,RENT,Verified,60000.0,Fully Paid,credit_card,14.38,0.0,2011,1
7000,36,10.74,B,B4,2 years,RENT,Verified,75000.0,Fully Paid,other,15.94,0.0,2011,1
20000,36,12.68,C,C1,7 years,RENT,Verified,62400.0,Fully Paid,debt_consolidation,22.0,0.0,2011,1
12000,36,10.0,B,B2,10+ years,MORTGAGE,Verified,80000.0,Fully Paid,credit_card,16.95,0.0,2011,1
22750,60,17.14,E,E3,10+ years,RENT,Verified,51000.0,Fully Paid,debt_consolidation,19.25,0.0,2011,1
20000,36,6.54,A,A4,< 1 year,MORTGAGE,Verified,109000.0,Fully Paid,home_improvement,8.19,0.0,2011,1
12000,36,10.37,B,B3,6 years,MORTGAGE,Not Verified,70000.0,Fully Paid,debt_consolidation,17.79,0.0,2011,1
14000,36,10.37,B,B3,7 years,MORTGAGE,Verified,40000.0,Charged Off,small_business,11.1,0.0,2011,1
5525,36,11.11,B,B5,1 year,MORTGAGE,Not Verified,46800.0,Fully Paid,car,14.59,0.0,2011,1
15000,60,13.06,C,C2,5 years,MORTGAGE,Verified,68000.0,Charged Off,debt_consolidation,18.95,0.0,2011,1
13000,60,10.74,B,B4,10+ years,MORTGAGE,Not Verified,72000.0,Fully Paid,other,7.98,0.0,2011,1
20400,36,13.06,C,C2,5 years,RENT,Verified,69996.0,Fully Paid,debt_consolidation,7.3,0.0,2011,1
14400,60,10.37,B,B3,10+ years,OWN,Source Verified,30000.0,Fully Paid,debt_consolidation,22.6,0.0,2011,1
9000,60,10.37,B,B3,5 years,RENT,Verified,48000.0,Fully Paid,debt_consolidation,24.2,0.0,2011,1
25000,60,16.02,D,D5,1 year,RENT,Verified,98004.0,Fully Paid,house,6.1,0.0,2011,1
4000,36,6.92,A,A3,10+ years,MORTGAGE,Verified,70000.0,Fully Paid,home_improvement,19.8,0.0,2011,1
20000,36,11.11,B,B5,10+ years,MORTGAGE,Verified,85000.0,Fully Paid,debt_consolidation,24.2,0.0,2011,1
10000,60,10.37,B,B3,10+ years,RENT,Source Verified,54000.0,Fully Paid,debt_consolidation,21.11,0.0,2011,1
10000,36,10.0,B,B2,1 year,RENT,Verified,65000.0,Fully Paid,debt_consolidation,11.89,0.0,2011,1
10000,36,10.74,B,B4,10+ years,MORTGAGE,Source Verified,100000.0,Fully Paid,credit_card,10.46,0.0,2011,1
12000,36,7.29,A,A4,8 years,MORTGAGE,Source Verified,140000.0,Fully Paid,debt_consolidation,9.46,0.0,2011,1
14000,60,13.06,C,C2,10+ years,MORTGAGE,Verified,80004.0,Charged Off,debt_consolidation,13.86,0.0,2011,1
6000,36,7.66,A,A5,1 year,RENT,Source Verified,37000.0,Fully Paid,credit_card,23.25,1.0,2011,1
5000,36,5.42,A,A1,8 years,RENT,Source Verified,27000.0,Fully Paid,other,17.33,0.0,2011,2
9600,60,10.74,B,B4,4 years,OWN,Verified,33000.0,Charged Off,debt_consolidation,17.24,0.0,2011,2
25000,36,13.43,C,C3,10+ years,MORTGAGE,Source Verified,79000.0,Charged Off,credit_card,13.7,0.0,2011,1
6000,36,6.92,A,A3,3 years,MORTGAGE,Source Verified,75000.0,Fully Paid,other,7.55,0.0,2011,1
4500,36,13.43,C,C3,4 years,RENT,Source Verified,65000.0,Fully Paid,debt_consolidation,13.77,0.0,2011,1
15000,60,16.77,E,E2,3 years,RENT,Source Verified,50000.0,Fully Paid,credit_card,18.53,0.0,2011,1
16000,36,13.06,C,C2,10+ years,RENT,Source Verified,72000.0,Fully Paid,major_purchase,12.72,0.0,2011,1
10000,36,16.4,E,E1,6 years,MORTGAGE,Verified,100400.0,Fully Paid,small_business,24.17,0.0,2011,1
8000,60,10.0,B,B2,10+ years,OWN,Verified,16800.0,Fully Paid,medical,5.36,0.0,2011,1
23000,36,12.68,C,C1,10+ years,MORTGAGE,Verified,84000.0,Fully Paid,debt_consolidation,6.09,0.0,2011,1
6000,60,16.02,D,D5,10+ years,MORTGAGE,Not Verified,91000.0,Charged Off,debt_consolidation,2.15,0.0,2011,1
4000,36,7.29,A,A4,2 years,RENT,Source Verified,20000.0,Fully Paid,debt_consolidation,28.62,0.0,2011,1
8000,36,5.79,A,A2,2 years,RENT,Source Verified,51000.0,Fully Paid,debt_consolidation,16.94,0.0,2011,1
25000,36,10.74,B,B4,4 years,MORTGAGE,Verified,130000.0,Fully Paid,debt_consolidation,14.3,0.0,2011,1
15000,60,13.43,C,C3,10+ years,MORTGAGE,Verified,56000.0,Fully Paid,credit_card,21.15,0.0,2011,1
15000,36,15.28,D,D3,10+ years,OWN,Verified,120000.0,Fully Paid,home_improvement,1.69,0.0,2011,1
6000,36,5.42,A,A1,9 years,RENT,Not Verified,54000.0,Fully Paid,major_purchase,2.29,0.0,2011,1
20000,36,10.37,B,B3,5 years,MORTGAGE,Verified,165000.0,Fully Paid,credit_card,8.0,0.0,2011,1
10500,60,11.11,B,B5,5 years,OWN,Not Verified,36168.0,Fully Paid,debt_consolidation,17.95,0.0,2011,1
10500,36,9.63,B,B1,< 1 year,RENT,Source Verified,75000.0,Fully Paid,debt_consolidation,15.17,0.0,2011,1
8400,60,15.28,D,D3,1 year,MORTGAGE,Source Verified,28303.19,Fully Paid,credit_card,19.84,0.0,2011,1
25000,60,15.65,D,D4,6 years,MORTGAGE,Verified,105000.0,Fully Paid,credit_card,16.75,0.0,2011,1
1500,36,9.63,B,B1,10+ years,MORTGAGE,Source Verified,35000.0,Fully Paid,home_improvement,8.5,0.0,2011,1
25000,36,14.54,D,D1,8 years,MORTGAGE,Verified,88000.0,Fully Paid,debt_consolidation,23.65,0.0,2011,1
8000,36,6.92,A,A3,10+ years,MORTGAGE,Not Verified,65416.0,Fully Paid,debt_consolidation,10.07,0.0,2011,1
5500,36,10.74,B,B4,10+ years,MORTGAGE,Not Verified,60000.0,Fully Paid,credit_card,15.62,0.0,2011,1
12000,60,15.65,D,D4,3 years,MORTGAGE,Not Verified,45000.0,Charged Off,credit_card,17.28,0.0,2011,1
25000,60,17.14,E,E3,1 year,RENT,Verified,105000.0,Fully Paid,debt_consolidation,9.61,0.0,2011,1
4000,36,14.54,D,D1,2 years,RENT,Not Verified,42000.0,Fully Paid,credit_card,2.09,0.0,2011,1
5000,60,16.77,E,E2,10+ years,MORTGAGE,Verified,70000.0,Fully Paid,small_business,2.93,0.0,2011,1
10000,36,10.37,B,B3,10+ years,RENT,Source Verified,43200.0,Charged Off,debt_consolidation,9.97,0.0,2011,1
10000,60,18.62,F,F2,10+ years,MORTGAGE,Not Verified,140000.0,Fully Paid,credit_card,23.77,0.0,2011,1
12000,60,18.25,F,F1,7 years,MORTGAGE,Not Verified,60000.0,Charged Off,debt_consolidation,18.34,1.0,2011,1
20000,36,9.25,B,B2,10+ years,RENT,Verified,92407.0,Fully Paid,medical,0.43,0.0,2011,1
25000,36,20.11,G,G1,6 years,MORTGAGE,Verified,130000.0,Fully Paid,small_business,19.08,0.0,2011,1
10000,36,7.29,A,A4,5 years,RENT,Not Verified,81996.0,Fully Paid,debt_consolidation,19.07,0.0,2011,1
14000,60,12.68,C,C1,4 years,MORTGAGE,Not Verified,42500.0,Fully Paid,debt_consolidation,10.08,1.0,2011,1
12000,36,11.11,B,B5,1 year,RENT,Not Verified,39000.0,Fully Paid,debt_consolidation,21.45,0.0,2011,1
12000,36,16.4,E,E1,5 years,MORTGAGE,Verified,93000.0,Fully Paid,debt_consolidation,14.63,0.0,2011,1
14000,36,13.8,C,C4,5 years,RENT,Not Verified,65000.0,Charged Off,small_business,6.85,0.0,2011,1
10000,36,9.63,B,B1,4 years,RENT,Not Verified,43000.0,Fully Paid,credit_card,10.72,0.0,2011,1
3600,36,14.91,D,D2,10+ years,RENT,Verified,90000.0,Fully Paid,moving,10.03,0.0,2011,1
8000,36,7.29,A,A4,4 years,RENT,Verified,19800.0,Fully Paid,credit_card,20.0,0.0,2011,1
8000,60,11.11,B,B5,10+ years,MORTGAGE,Source Verified,37000.0,Fully Paid,credit_card,14.85,0.0,2011,1
10000,36,13.8,C,C4,6 years,RENT,Source Verified,48000.0,Fully Paid,debt_consolidation,14.9,0.0,2011,1
12000,36,7.66,A,A5,2 years,MORTGAGE,Source Verified,63000.0,Fully Paid,debt_consolidation,14.25,0.0,2011,1
13000,36,6.92,A,A3,3 years,RENT,Source Verified,37000.0,Fully Paid,debt_consolidation,24.68,0.0,2011,1
5000,36,12.68,C,C1,6 years,MORTGAGE,Source Verified,35000.0,Fully Paid,major_purchase,6.65,0.0,2011,1
6000,60,11.11,B,B5,4 years,RENT,Source Verified,31200.0,Charged Off,debt_consolidation,21.92,0.0,2011,1
5000,36,14.54,D,D1,2 years,RENT,Source Verified,36000.0,Charged Off,other,6.37,0.0,2011,1
7000,36,10.0,B,B2,4 years,MORTGAGE,Source Verified,29500.0,Charged Off,credit_card,19.4,0.0,2011,1
11200,60,14.91,D,D2,2 years,RENT,Source Verified,70000.0,Fully Paid,debt_consolidation,10.51,0.0,2011,1
7000,36,6.92,A,A3,2 years,RENT,Verified,28608.0,Fully Paid,credit_card,15.1,0.0,2011,1
20000,60,14.91,D,D2,10+ years,MORTGAGE,Verified,165000.0,Fully Paid,credit_card,12.18,0.0,2011,1
3000,36,10.0,B,B2,2 years,RENT,Not Verified,31000.0,Fully Paid,credit_card,22.99,1.0,2011,1
8000,60,17.14,E,E3,3 years,RENT,Not Verified,51000.0,Fully Paid,credit_card,20.99,0.0,2011,1
15000,60,14.91,D,D2,5 years,RENT,Source Verified,40000.0,Fully Paid,other,12.66,0.0,2011,1
7000,36,10.0,B,B2,10+ years,MORTGAGE,Verified,59020.51,Fully Paid,debt_consolidation,19.8,0.0,2011,1
10400,36,7.66,A,A5,4 years,RENT,Not Verified,36000.0,Fully Paid,debt_consolidation,9.87,0.0,2011,1
4500,60,7.66,A,A5,2 years,MORTGAGE,Source Verified,45600.0,Fully Paid,car,11.47,0.0,2011,1
16750,60,19.74,F,F5,5 years,RENT,Verified,48000.0,Fully Paid,debt_consolidation,19.65,0.0,2011,1
11500,36,10.0,B,B2,2 years,RENT,Verified,92259.0,Fully Paid,debt_consolidation,14.48,0.0,2011,1
16000,60,15.28,D,D3,< 1 year,RENT,Verified,26412.0,Fully Paid,debt_consolidation,7.86,0.0,2011,1
8000,36,7.66,A,A5,9 years,RENT,Not Verified,56004.0,Fully Paid,other,10.03,0.0,2011,1
12000,36,7.29,A,A4,5 years,MORTGAGE,Verified,122000.0,Fully Paid,debt_consolidation,5.1,0.0,2011,1
10000,36,16.4,E,E1,< 1 year,RENT,Source Verified,110000.0,Fully Paid,credit_card,12.62,0.0,2011,1
3000,36,7.29,A,A4,2 years,RENT,Not Verified,70000.0,Fully Paid,car,4.27,0.0,2011,1
12000,36,13.06,C,C2,1 year,RENT,Source Verified,65400.0,Fully Paid,credit_card,17.71,0.0,2011,1
12250,36,7.29,A,A4,4 years,RENT,Source Verified,32000.0,Fully Paid,debt_consolidation,25.16,0.0,2011,1
21000,60,16.77,E,E2,5 years,MORTGAGE,Source Verified,120000.0,Fully Paid,credit_card,13.51,0.0,2011,1
6075,36,10.0,B,B2,9 years,RENT,Not Verified,50000.0,Fully Paid,debt_consolidation,7.49,0.0,2011,1
24250,60,18.62,F,F2,2 years,RENT,Verified,60000.0,Fully Paid,debt_consolidation,22.74,0.0,2011,1
8000,60,16.4,E,E1,9 years,RENT,Source Verified,36996.0,Charged Off,debt_consolidation,17.48,0.0,2011,1
1000,36,5.79,A,A2,1 year,RENT,Source Verified,30000.0,Fully Paid,major_purchase,2.12,0.0,2011,1
25000,60,16.4,E,E1,6 years,RENT,Source Verified,119400.0,Charged Off,debt_consolidation,3.33,0.0,2011,1
2850,60,9.63,B,B1,10+ years,RENT,Source Verified,16176.0,Fully Paid,debt_consolidation,18.62,0.0,2011,1
2400,36,16.02,D,D5,2 years,MORTGAGE,Not Verified,45868.0,Fully Paid,major_purchase,18.1,0.0,2011,1
7000,36,6.92,A,A3,1 year,MORTGAGE,Source Verified,43000.0,Fully Paid,credit_card,12.08,0.0,2011,1
7000,60,10.37,B,B3,< 1 year,RENT,Not Verified,60000.0,Fully Paid,car,12.18,0.0,2011,1
8400,60,10.37,B,B3,10+ years,RENT,Not Verified,31000.0,Fully Paid,debt_consolidation,9.41,0.0,2011,1
10000,36,10.74,B,B4,10+ years,MORTGAGE,Not Verified,65000.0,Fully Paid,small_business,22.74,0.0,2011,1
12000,36,7.29,A,A4,7 years,RENT,Not Verified,57000.0,Fully Paid,debt_consolidation,23.35,0.0,2011,1
7200,60,16.4,E,E1,10+ years,MORTGAGE,Not Verified,42307.2,Fully Paid,other,1.67,0.0,2011,1
25000,60,17.14,E,E3,4 years,RENT,Source Verified,67200.0,Fully Paid,medical,17.48,1.0,2011,1
2000,60,13.06,C,C2,10+ years,MORTGAGE,Not Verified,42000.0,Fully Paid,medical,24.83,0.0,2011,1
10000,36,7.66,A,A5,8 years,MORTGAGE,Not Verified,96000.0,Charged Off,other,17.65,0.0,2011,1
20000,60,15.28,D,D3,10+ years,OWN,Verified,53000.0,Fully Paid,home_improvement,8.54,0.0,2011,1
25000,36,11.11,B,B5,2 years,RENT,Verified,60000.0,Fully Paid,debt_consolidation,22.5,0.0,2011,1
8000,60,13.43,C,C3,8 years,MORTGAGE,Not Verified,96000.0,Charged Off,car,11.22,1.0,2011,1
10000,36,7.66,A,A5,10+ years,MORTGAGE,Source Verified,62316.0,Fully Paid,debt_consolidation,18.95,0.0,2011,1
15000,60,11.11,B,B5,2 years,RENT,Verified,63266.0,Fully Paid,credit_card,9.1,0.0,2011,1
12000,60,17.14,E,E3,10+ years,OWN,Not Verified,45000.0,Fully Paid,house,9.07,0.0,2011,1
20000,36,11.11,B,B5,8 years,RENT,Source Verified,54000.0,Fully Paid,debt_consolidation,15.64,0.0,2011,1
3600,36,13.8,C,C4,5 years,RENT,Source Verified,50000.0,Fully Paid,major_purchase,13.87,0.0,2011,1
15000,36,18.99,F,F3,5 years,RENT,Verified,79000.0,Fully Paid,debt_consolidation,15.51,0.0,2011,1
5500,36,17.14,E,E3,5 years,RENT,Source Verified,36000.0,Fully Paid,debt_consolidation,9.77,0.0,2011,1
4800,36,5.42,A,A1,4 years,MORTGAGE,Source Verified,89602.0,Fully Paid,medical,20.17,0.0,2011,1
9000,60,17.14,E,E3,10+ years,RENT,Verified,60000.0,Charged Off,debt_consolidation,20.16,1.0,2011,1
8000,36,7.66,A,A5,5 years,MORTGAGE,Source Verified,60000.0,Fully Paid,debt_consolidation,2.14,0.0,2011,1
8600,60,10.74,B,B4,< 1 year,MORTGAGE,Source Verified,54000.0,Fully Paid,debt_consolidation,23.18,0.0,2011,1
3000,60,15.28,D,D3,3 years,RENT,Source Verified,22000.0,Fully Paid,debt_consolidation,19.91,0.0,2011,1
5000,36,16.77,E,E2,2 years,RENT,Source Verified,27000.0,Fully Paid,major_purchase,12.31,0.0,2011,1
5000,36,9.63,B,B1,3 years,RENT,Source Verified,35000.0,Fully Paid,debt_consolidation,12.48,0.0,2011,1
5000,60,15.65,D,D4,3 years,MORTGAGE,Source Verified,52000.0,Fully Paid,major_purchase,0.23,0.0,2011,1
25000,60,18.25,F,F1,10+ years,MORTGAGE,Verified,135000.0,Fully Paid,debt_consolidation,23.53,0.0,2011,1
14000,60,18.99,F,F3,10+ years,MORTGAGE,Source Verified,105946.0,Fully Paid,credit_card,14.68,0.0,2011,1
16000,60,17.88,E,E5,4 years,RENT,Verified,75108.0,Charged Off,debt_consolidation,13.71,0.0,2011,1
25000,60,17.14,E,E3,2 years,RENT,Verified,82000.0,Fully Paid,debt_consolidation,21.98,0.0,2011,1
12000,36,7.29,A,A4,7 years,MORTGAGE,Verified,73000.0,Fully Paid,debt_consolidation,5.06,0.0,2011,1
15000,60,16.02,D,D5,3 years,RENT,Not Verified,60000.0,Fully Paid,debt_consolidation,9.94,0.0,2011,1
5500,36,6.92,A,A3,3 years,RENT,Not Verified,45000.0,Fully Paid,debt_consolidation,16.83,0.0,2011,1
10000,36,6.92,A,A3,< 1 year,RENT,Not Verified,50000.0,Fully Paid,debt_consolidation,15.24,0.0,2011,1
17500,60,15.28,D,D3,9 years,RENT,Source Verified,60500.0,Fully Paid,debt_consolidation,29.63,0.0,2011,1
4000,60,9.63,B,B1,3 years,MORTGAGE,Not Verified,36000.0,Fully Paid,wedding,2.43,0.0,2011,1
8000,36,7.29,A,A4,1 year,RENT,Not Verified,66000.0,Fully Paid,debt_consolidation,10.76,0.0,2011,1
15000,36,13.43,C,C3,4 years,RENT,Verified,69996.0,Fully Paid,debt_consolidation,12.69,0.0,2011,1
5000,36,14.54,D,D1,< 1 year,RENT,Not Verified,66000.0,Charged Off,credit_card,2.15,0.0,2011,1
5000,60,10.37,B,B3,10+ years,MORTGAGE,Source Verified,100000.0,Fully Paid,car,1.72,0.0,2011,1
7500,36,7.29,A,A4,4 years,MORTGAGE,Source Verified,45000.0,Fully Paid,home_improvement,18.61,0.0,2011,1
6475,36,5.42,A,A1,< 1 year,RENT,Verified,30000.0,Fully Paid,credit_card,7.2,0.0,2011,1
10000,36,10.37,B,B3,10+ years,RENT,Verified,30000.0,Charged Off,debt_consolidation,20.88,0.0,2011,1
5000,36,9.63,B,B1,8 years,RENT,Not Verified,40000.0,Charged Off,credit_card,3.39,0.0,2011,1
1200,36,7.29,A,A4,< 1 year,RENT,Source Verified,14400.0,Fully Paid,credit_card,26.83,0.0,2011,1
10000,36,6.92,A,A3,3 years,RENT,Verified,24000.0,Fully Paid,debt_consolidation,18.25,0.0,2011,1
12000,36,9.63,B,B1,8 years,MORTGAGE,Source Verified,105000.0,Fully Paid,credit_card,17.7,0.0,2011,1
9600,36,5.79,A,A2,3 years,OWN,Source Verified,39000.0,Fully Paid,home_improvement,7.14,0.0,2011,1
5000,36,13.06,C,C2,1 year,RENT,Source Verified,22992.0,Charged Off,debt_consolidation,21.56,0.0,2011,1
10000,36,12.68,C,C1,< 1 year,MORTGAGE,Source Verified,80000.0,Fully Paid,small_business,9.48,0.0,2011,1
12000,60,10.37,B,B3,1 year,MORTGAGE,Source Verified,66000.0,Fully Paid,debt_consolidation,13.91,0.0,2011,1
15200,60,15.28,D,D3,1 year,RENT,Not Verified,85000.0,Fully Paid,credit_card,5.76,0.0,2011,1
12000,36,11.11,B,B5,3 years,OWN,Source Verified,69996.0,Fully Paid,debt_consolidation,15.05,0.0,2011,1
8000,36,11.11,B,B5,2 years,RENT,Source Verified,36000.0,Charged Off,debt_consolidation,22.83,0.0,2011,1
7200,36,5.42,A,A1,< 1 year,RENT,Source Verified,90000.0,Fully Paid,credit_card,14.83,0.0,2011,1
13000,60,10.74,B,B4,6 years,MORTGAGE,Verified,61000.0,Fully Paid,debt_consolidation,28.82,0.0,2011,1
11200,36,5.79,A,A2,4 years,RENT,Source Verified,30852.0,Fully Paid,debt_consolidation,14.31,0.0,2011,1
6000,36,5.42,A,A1,10+ years,MORTGAGE,Not Verified,120000.0,Fully Paid,major_purchase,20.88,0.0,2011,1
5550,36,10.37,B,B3,2 years,OWN,Source Verified,14400.0,Fully Paid,debt_consolidation,5.08,1.0,2011,1
2000,36,9.63,B,B1,8 years,RENT,Not Verified,60000.0,Fully Paid,credit_card,21.74,0.0,2011,1
16000,36,10.0,B,B2,2 years,RENT,Source Verified,45000.0,Fully Paid,debt_consolidation,4.51,0.0,2011,1
6000,36,11.11,B,B5,9 years,MORTGAGE,Not Verified,80000.0,Fully Paid,debt_consolidation,15.63,0.0,2011,1
12000,36,6.92,A,A3,10+ years,MORTGAGE,Not Verified,90000.0,Fully Paid,credit_card,10.37,0.0,2011,1
7000,60,15.28,D,D3,1 year,MORTGAGE,Source Verified,140820.0,Fully Paid,car,4.19,0.0,2011,1
25000,60,20.11,G,G1,10+ years,MORTGAGE,Source Verified,151000.0,Fully Paid,credit_card,16.26,0.0,2011,1
6200,36,5.42,A,A1,9 years,RENT,Not Verified,44000.0,Fully Paid,car,2.97,0.0,2011,1
25000,60,16.69,E,E3,10+ years,MORTGAGE,Verified,87100.0,Fully Paid,credit_card,18.39,0.0,2011,1
20000,36,15.28,D,D3,10+ years,RENT,Verified,99000.0,Fully Paid,credit_card,8.99,0.0,2011,1
9600,60,16.02,D,D5,< 1 year,RENT,Not Verified,24000.0,Charged Off,credit_card,12.35,0.0,2011,1
9000,36,7.66,A,A5,1 year,RENT,Source Verified,50200.0,Fully Paid,credit_card,11.64,0.0,2011,1
16000,36,11.11,B,B5,10+ years,RENT,Not Verified,93000.0,Fully Paid,credit_card,24.32,0.0,2011,1
12000,36,7.66,A,A5,6 years,MORTGAGE,Not Verified,97000.0,Fully Paid,debt_consolidation,18.62,0.0,2011,1
8000,36,6.92,A,A3,10+ years,MORTGAGE,Verified,65200.0,Fully Paid,major_purchase,8.04,0.0,2011,1
6000,60,16.4,E,E1,5 years,MORTGAGE,Verified,63996.0,Fully Paid,debt_consolidation,15.77,0.0,2011,1
9800,60,12.68,C,C1,3 years,MORTGAGE,Source Verified,41000.0,Fully Paid,debt_consolidation,28.19,0.0,2011,1
9000,60,12.68,C,C1,5 years,MORTGAGE,Source Verified,95000.0,Fully Paid,small_business,1.71,0.0,2011,1
7750,60,16.4,E,E1,10+ years,RENT,Not Verified,36000.0,Fully Paid,credit_card,21.6,0.0,2011,1
12000,36,13.06,C,C2,3 years,MORTGAGE,Source Verified,73000.0,Fully Paid,debt_consolidation,8.83,0.0,2011,1
13500,36,10.0,B,B2,5 years,MORTGAGE,Not Verified,94500.0,Fully Paid,debt_consolidation,17.54,0.0,2011,1
20000,60,14.91,D,D2,9 years,OWN,Verified,48135.0,Fully Paid,credit_card,10.9,0.0,2011,1
5025,36,13.43,C,C3,2 years,RENT,Source Verified,40000.0,Fully Paid,debt_consolidation,8.22,0.0,2011,1
2500,36,7.29,A,A4,< 1 year,MORTGAGE,Verified,60000.0,Fully Paid,credit_card,12.5,0.0,2011,1
8000,36,10.0,B,B2,10+ years,MORTGAGE,Source Verified,70000.0,Fully Paid,debt_consolidation,13.59,1.0,2011,1
11200,36,6.92,A,A3,2 years,RENT,Verified,86700.0,Fully Paid,credit_card,24.9,0.0,2011,1
19875,60,16.02,D,D5,< 1 year,MORTGAGE,Verified,91520.0,Fully Paid,debt_consolidation,22.22,0.0,2011,1
9000,36,18.25,F,F1,10+ years,MORTGAGE,Source Verified,100000.0,Fully Paid,debt_consolidation,19.21,0.0,2011,1
20000,36,11.11,B,B5,10+ years,RENT,Verified,44000.0,Charged Off,small_business,17.67,0.0,2011,1
8400,36,14.91,D,D2,3 years,RENT,Source Verified,33144.0,Fully Paid,other,3.48,0.0,2011,1
12675,60,11.11,B,B5,2 years,RENT,Verified,46800.0,Fully Paid,credit_card,25.23,0.0,2011,1
10000,36,15.65,D,D4,4 years,MORTGAGE,Verified,61000.0,Fully Paid,credit_card,21.36,0.0,2011,1
9500,36,10.0,B,B2,10+ years,MORTGAGE,Verified,90000.0,Fully Paid,debt_consolidation,7.64,0.0,2011,1
14550,36,7.29,A,A4,4 years,MORTGAGE,Source Verified,106500.0,Fully Paid,debt_consolidation,22.43,0.0,2011,1
2500,60,14.91,D,D2,3 years,RENT,Source Verified,34800.0,Fully Paid,car,21.17,0.0,2011,1
6000,36,12.23,C,C1,3 years,RENT,Verified,22600.0,Fully Paid,debt_consolidation,1.96,0.0,2011,1
6000,36,10.74,B,B4,1 year,RENT,Not Verified,56000.0,Fully Paid,debt_consolidation,18.11,0.0,2011,1
12000,60,11.11,B,B5,2 years,RENT,Source Verified,65000.0,Fully Paid,debt_consolidation,12.39,0.0,2011,1
6000,36,10.0,B,B2,7 years,RENT,Source Verified,86000.0,Fully Paid,home_improvement,21.88,0.0,2011,1
5500,36,14.91,D,D2,2 years,RENT,Source Verified,21700.0,Charged Off,debt_consolidation,18.3,0.0,2011,1
17500,60,10.74,B,B4,< 1 year,MORTGAGE,Verified,91000.0,Fully Paid,debt_consolidation,16.29,0.0,2011,1
1500,36,10.0,B,B2,1 year,RENT,Not Verified,35000.0,Fully Paid,credit_card,11.07,0.0,2011,1
25000,60,16.02,D,D5,2 years,RENT,Verified,96000.0,Fully Paid,major_purchase,11.68,0.0,2011,1
7000,36,5.79,A,A2,5 years,RENT,Not Verified,48000.0,Fully Paid,credit_card,16.52,0.0,2011,1
12000,60,17.51,E,E4,10+ years,RENT,Not Verified,70000.0,Charged Off,other,20.69,0.0,2011,1
6800,36,6.92,A,A3,9 years,RENT,Not Verified,47818.68,Fully Paid,medical,23.31,0.0,2011,1
14400,60,10.37,B,B3,9 years,RENT,Not Verified,53040.0,Fully Paid,credit_card,20.54,0.0,2011,1
16000,60,16.02,D,D5,4 years,OWN,Not Verified,36000.0,Fully Paid,major_purchase,7.1,0.0,2011,1
8000,36,13.8,C,C4,10+ years,RENT,Not Verified,44000.0,Fully Paid,debt_consolidation,20.13,0.0,2011,1
10000,36,10.37,B,B3,6 years,OWN,Verified,28000.0,Fully Paid,debt_consolidation,18.09,1.0,2011,1
7200,60,13.8,C,C4,3 years,MORTGAGE,Verified,48000.0,Fully Paid,debt_consolidation,22.59,0.0,2011,1
2300,36,11.11,B,B5,< 1 year,RENT,Source Verified,25920.0,Fully Paid,other,22.22,0.0,2011,1
6000,36,7.29,A,A4,4 years,RENT,Source Verified,70000.0,Fully Paid,car,16.78,0.0,2011,1
10000,60,16.77,E,E2,4 years,MORTGAGE,Verified,42000.0,Fully Paid,house,4.51,1.0,2011,1
6000,36,10.37,B,B3,3 years,RENT,Not Verified,59000.0,Fully Paid,major_purchase,13.91,0.0,2011,1
5000,36,6.92,A,A3,5 years,RENT,Verified,25000.0,Fully Paid,vacation,18.53,0.0,2011,1
14000,36,16.4,E,E1,10+ years,MORTGAGE,Source Verified,70000.0,Fully Paid,debt_consolidation,5.42,0.0,2011,1
3000,36,5.79,A,A2,10+ years,RENT,Verified,120390.0,Fully Paid,major_purchase,10.62,0.0,2011,1
15000,60,11.11,B,B5,5 years,MORTGAGE,Verified,77000.0,Fully Paid,wedding,8.18,0.0,2011,1
20000,60,15.95,E,E1,5 years,RENT,Source Verified,50000.0,Fully Paid,home_improvement,4.39,0.0,2011,1
1200,36,10.74,B,B4,10+ years,MORTGAGE,Source Verified,64000.0,Fully Paid,home_improvement,1.89,0.0,2011,1
10000,36,9.63,B,B1,9 years,RENT,Source Verified,75000.0,Fully Paid,renewable_energy,13.58,0.0,2011,1
9000,36,13.06,C,C2,10+ years,RENT,Not Verified,42000.0,Fully Paid,debt_consolidation,11.46,0.0,2011,1
7000,60,11.11,B,B5,2 years,RENT,Not Verified,28800.0,Fully Paid,debt_consolidation,19.75,0.0,2011,1
12000,36,10.74,B,B4,4 years,RENT,Source Verified,46000.0,Fully Paid,credit_card,18.86,0.0,2011,1
12000,60,10.37,B,B3,5 years,RENT,Not Verified,70000.0,Fully Paid,debt_consolidation,16.23,0.0,2011,1
9150,60,7.66,A,A5,10+ years,MORTGAGE,Verified,70632.0,Fully Paid,debt_consolidation,21.54,0.0,2011,1
17600,36,10.74,B,B4,4 years,RENT,Verified,65500.0,Fully Paid,debt_consolidation,19.51,0.0,2011,1
5000,36,5.42,A,A1,7 years,RENT,Not Verified,42000.0,Fully Paid,major_purchase,15.26,0.0,2011,1
25000,60,16.02,D,D5,10+ years,MORTGAGE,Verified,117000.0,Fully Paid,debt_consolidation,16.83,0.0,2011,1
10000,36,10.74,B,B4,6 years,MORTGAGE,Source Verified,120000.0,Fully Paid,small_business,23.15,0.0,2011,1
